a,movieId,title,genres,(no genres listed),Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,count
18940,94218,Super Demetrios (2012),Adventure|Comedy|Sci-Fi,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18904,94044,Terraferma (2011),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18923,94133,"Hammer, The (2010)",Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18906,94068,Goodbye First Love (2011),Drama|Romance,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
18909,94076,Position Among The Stars (Stand van de Sterren) (2010),Documentary,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18910,94080,"Horse Rebellion, The (Pulakapina) (1977)",Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18912,94101,Crime After Crime (2011),Documentary,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18913,94103,Black Pond (2011),Comedy|Drama,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18914,94107,18 Years Later (Diciotto anni dopo) (2010),Comedy|Drama,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18916,94112,Twelve (2010),Crime|Drama|Thriller,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
18917,94114,Sharpay's Fabulous Adventure (2011),Children|Comedy,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18918,94120,"Cartoonist: Jeff Smith, BONE and the Changing Face of Comics, The (2009)",Documentary,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18921,94128,Drummer-Crab (Le Crabe-Tambour) (1977),Adventure|Drama|War,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
18924,94142,Uncovered (1995),Mystery|Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
18939,94204,Androcles and the Lion (1952),Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18925,94144,"Chance of a Lifetime, The (1943)",Crime|Drama,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18926,94146,Flower in Hell (Jiokhwa) (1958),Crime|Drama,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18927,94148,White Mountains (Belyie gory) (1964),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18929,94153,Cold Storage (2000),Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
18930,94155,Listen to Britain (1942),Documentary,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18933,94184,"Bleeding House, The (2011)",Drama|Horror|Mystery|Thriller,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
18934,94186,Barrier (Bariera) (1966),Comedy|Drama,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18935,94188,Crazy Sexy Cancer (2007),Documentary,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18936,94190,Aakrosh (2010),Action|Drama|Thriller,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
18938,94202,"¡Alambrista! (Illegal, The) (1977)",Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18816,93665,"Frankenstein Syndrome, The (2010)",Horror|Sci-Fi,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
18815,93659,Verbo (2011),Adventure|Fantasy,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18814,93656,Last Exit (2003),Crime|Drama|Thriller,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
18717,93201,"Ice Rink, The (La patinoire) (1998)",Comedy|Romance,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18704,93142,Wrong Turn 4 (2011),Action|Horror|Thriller,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
18705,93162,Moscow Clad in Snow (Moscou sous la neige) (1909) ,Documentary,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18706,93164,Sleep Tight (Mientras duermes) (2011),Horror|Thriller,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
18707,93168,"Munekata Sisters, The (Munekata kyôdai) (1950)",Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18709,93181,Mail Order Bride (1964),Comedy|Western,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18710,93183,"Satan Bug, The (1965)",Sci-Fi|Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
18711,93185,Poppy Shakespeare (2008),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18712,93187,Freedom (2000),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18713,93189,"Price of Forgiveness, The (Ndeysaan) (2001)",Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18715,93193,Red Hill (2010),Crime|Thriller|Western,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
18718,93204,"Secret Glory, The (2001)",Documentary,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18702,93136,One of Our Dinosaurs Is Missing (1975),Adventure|Comedy,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18719,93206,"Woman Who Drinks, The (La femme qui boit) (2001)",Drama|Romance,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
18720,93208,Mickey's The Prince and the Pauper (1990),Animation|Children,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18723,93217,Dr. Goldfoot and the Girl Bombs (Le spie vengono dal semifreddo) (1966),Comedy|Sci-Fi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18726,93263,"Plastic Age, The (1925)",Comedy|Romance,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18728,93267,Flywheel (2003),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18733,93289,"Liar, The (Valehtelija) (1981)",Comedy|Drama,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18734,93291,"Stone Left Unturned, A (Kovat miehet) (2000)",Comedy|Drama,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18735,93295,Mr. Moto's Last Warning (1939),Crime|Mystery|Thriller,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
18737,93320,Trailer Park Boys (1999),Comedy|Crime,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18741,93328,One A.M. (1916),Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18703,93139,Mega Shark vs. Crocosaurus (2010),Action|Adventure|Horror,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18701,93134,"Women on the 6th Floor, The (Les Femmes du 6ème Étage) (2010)",Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18813,93654,"Runner, The (Davandeh) (1990)",Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18681,92980,Comanche Territory (Territorio comanche) (1997),Drama|War,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
18666,92910,Happy End (1967),Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18667,92918,New York in the 50's (2000),Documentary,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18670,92925,"Love Trap, The (1929)",Comedy|Romance,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18671,92935,Kaleidoscope (1966),Comedy|Crime,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18674,92946,"Souler Opposite, The (1998)",Comedy|Romance,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18675,92948,Film About a Woman Who... (1974),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18676,92954,Prayers for Bobby (2009),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18677,92956,Little Criminals (1995),Crime|Drama,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18678,92963,Bustin' Down the Door (2009),Documentary,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18679,92966,Love Wrecked (2005),Comedy|Romance,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18682,93002,Father Takes a Wife (1941),Comedy|Romance,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18697,93116,Paris Belongs to Us (Paris nous appartient) (1961),Mystery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18683,93006,"Very Potter Musical, A (2009)",Comedy|Musical,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18686,93022,Miss Nobody (2010),Comedy|Crime,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18688,93029,Guy and Madeline on a Park Bench (2009),Drama|Musical,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
18689,93035,"Great Sinner, The (1949)",Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18690,93037,Her Highness and the Bellboy (1945),Comedy|Romance,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18692,93061,October Baby (2011),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18693,93063,Khodorkovsky (2011),Documentary|Drama,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
18694,93070,Ursul (2011),Comedy|Drama,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18695,93083,Live Music (2009),Animation,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18696,93114,Ro.Go.Pa.G. (1963),Comedy|Drama,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18742,93330,"Cure, The (1917)",Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18744,93336,"Night Out, A (1915)",Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18745,93344,"Earth Dies Screaming, The (1964)",Horror|Sci-Fi,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
18797,93552,Blind (Beul-la-in-deu) (2011),Drama|Horror|Thriller,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
18783,93500,Kill by Inches (1999),Fantasy|Horror|Thriller,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
18785,93504,Bestseller (Be-seu-teu-sel-leo) (2010),Horror|Mystery|Thriller,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
18789,93520,Adventures of Captain Marvel (1941),Action|Adventure|Fantasy|Mystery|Sci-Fi,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
18790,93522,Captain Midnight (1942),Action|Adventure|Thriller,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
18791,93531,Harmagedon (1986),Action|Drama,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18792,93533,City of Fear (1959),Crime|Thriller,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
18793,93535,Treed Murray (2001),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18794,93544,Satan Never Sleeps (1962),Drama|War,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
18795,93547,S.O.S. Coast Guard (1937),Action|Adventure|Sci-Fi|Thriller,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
18796,93550,Yes Or No (2010),Comedy|Drama|Romance,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
18799,93568,Punksters & Youngsters (Punk - Tauti joka ei tapa) (2008),Documentary,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18746,93351,"Dark Side of the Sun, The (1988)",Drama|Romance,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
18800,93570,Bedevilled (Kim Bok-nam salinsageonui jeonmal) (2010),Crime|Drama|Horror,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
18801,93572,Lucky (2011),Comedy|Crime|Romance,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18803,93578,"Lonely Place to Die, A (2011)",Adventure|Crime|Thriller,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
18804,93583,Caltiki the Undying Monster (1959),Adventure|Horror|Sci-Fi|Thriller,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
18807,93612,Nothing Lasts Forever (1984) ,Comedy|Fantasy|Sci-Fi,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
18808,93621,"Bleeding, The (2009)",Action|Horror,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18809,93628,Family Meeting (2007),Documentary|Musical,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
18810,93641,Wreckers (2011),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18811,93649,Fat Head (2009),Documentary,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18812,93652,Public Housing (1997),Documentary,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18781,93496,Cencoroll (2009),Action|Animation|Sci-Fi,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18780,93492,Like Water (2011),Documentary,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18779,93490,Law of the Lawless (Brigada) (2002),Crime,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18778,93484,Princess of Mars (2009),Sci-Fi|Thriller|War,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
18750,93376,When We Leave (Die Fremde) (2010),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18751,93379,Genius Within: The Inner Life of Glenn Gould (2009),Documentary,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18752,93391,10 Mountains 10 Years (2010),Documentary,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18753,93393,Great Directors (2009),Documentary,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18754,93399,"Take, The (1974)",Crime|Drama,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18756,93406,Police (1916),Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18757,93408,Behind the Screen (1916),Comedy|Romance,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18758,93418,Easy Street (1917),Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18759,93420,"Art of Flight, The (2011)",Adventure|Documentary,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18762,93437,Deserter (Dezertir) (1933),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18763,93439,Skies Above the Landscape (Nebo iznad krajolika) (2006),Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18764,93441,United Red Army (Jitsuroku Rengo Sekigun: Asama sanso e no michi) (2007),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18766,93448,Landscape with a Woman (Zena s krajolikom) (1989),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18767,93450,Blind Pig Who Wants to Fly (Babi buta yang ingin terbang) (2008),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18768,93455,¡Qué hacer! (1970),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18769,93457,"Hidden Face, The (La cara oculta) (2011)",Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
18770,93459,In Gold We Trust (600 kilos d'or pur) (2010),Adventure,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18771,93463,Eye of the Devil (1966),Horror|Mystery,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
18772,93467,Listen to Your Heart (2010),Drama|Musical|Romance,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
18773,93469,Dead on Time (1983),Comedy|Drama|Romance,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
18777,93481,Miral (2010),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18968,94352,Bride Flight (2008),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18971,94401,If a Tree Falls: A Story of the Earth Liberation Front (2011),Documentary,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18662,92887,"Year and a Half in the Life of Metallica, A (1992)",Documentary|Musical,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
19190,95475,Dragon Ball Z: Cooler's Revenge (Doragon bôru Z 5: Tobikkiri no saikyô tai saikyô) (1991),Action|Adventure|Animation,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19167,95288,Confession (1937),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19169,95294,Planet B-Boy (2007),Documentary,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19171,95298,Woochi: The Demon Slayer (2009),Action|Comedy|Fantasy,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19172,95300,Scusa ma ti chiamo amore (2008),Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19173,95302,Torpedo Bombers (Torpedonostsy) (1983),Drama|War,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
19174,95305,Taxi Hunter (Di shi pan guan) (1993),Action,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19179,95352,Jekyll & Hyde (1990),Horror,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
19182,95425,"Map For Saturday, A (2007)",Documentary,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19183,95427,"Silent Scream, The (1980)",Horror|Thriller,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
19188,95461,Revenge of the Electric Car (2011),Documentary,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19191,95477,Blood of the Vampire (1958),Horror|Sci-Fi,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
19163,95232,Beauty #2 (1965),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19192,95480,Disneyland Dream (1956),Documentary,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19193,95482,Disney Sing Along Songs: Under the Sea (1990),Animation|Children|Musical,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19194,95484,Pulgasari (1985),Action|Drama|Fantasy,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19195,95486,"Toughest Man in the World, The (1984)",Comedy|Drama,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19200,95499,Dragon Ball Z: Broly - The Legendary Super Saiyan (Doragon bôru Z 8: Moetsukiro!! Nessen retsusen-chô gekisen) (1993),Action|Adventure|Animation,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19201,95504,Virtual JFK: Vietnam If Kennedy Had Lived (2008),Documentary,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19205,95517,"Barchester Chronicles, The (1982)",Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19206,95519,Dragon Ball Z: Bojack Unbound (Doragon bôru Z 9: Ginga girigiri!! Butchigiri no sugoi yatsu) (1993),Action|Adventure|Animation|Fantasy,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19207,95521,Reminiscences of a Journey to Lithuania (1972),Documentary,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19209,95529,ID:A (2011),Crime|Thriller,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19166,95285,Nina Frisk (2007),Comedy|Drama,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19162,95230,Macbeth in Manhattan (1999),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19211,95533,Coup de grâce (Der Fangschuß) (1976),Drama|War,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
19140,95153,Iria: Zeiram the Animation (1993) ,Action|Animation|Horror|Sci-Fi|Thriller,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
19127,95107,Bunnyman (2009),Horror,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
19128,95109,Athena (1954),Comedy|Musical|Romance,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
19129,95111,"Lawless, The (1950)",Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19131,95115,Inauguration of the Pleasure Dome (1954),Fantasy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19132,95133,Blackthorn (2011),Western,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
19134,95137,"Needle, The (Igla) (1988)",Drama|Thriller,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
19135,95139,"Beekeeper, The (O melissokomos) (1986)",Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19136,95145,Dragon Ball: The Curse Of The Blood Rubies (Doragon bôru: Shenron no densetsu) (1986),Action|Adventure|Animation|Children,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19137,95147,Dragon Ball: Sleeping Princess in Devil's Castle (Doragon bôru: Majinjô no nemuri hime) (1987),Action|Adventure|Animation|Children,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19139,95151,Dead Space: Aftermath (2011),Animation|Horror|Sci-Fi,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
19141,95157,Secuestrados (Kidnapped) (2010),Horror|Thriller,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
19161,95223,4.3.2.1 (2010),Crime|Thriller,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19142,95159,This Special Friendship (Les amitiés particulières) (1964),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19143,95163,Dragon Ball: Mystical Adventure (Doragon bôru: Makafushigi dai bôken) (1988),Action|Adventure|Animation|Children,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19144,95165,Dragon Ball Z the Movie: The World's Strongest (a.k.a. Dragon Ball Z: The Strongest Guy in The World) (Doragon bôru Z: Kono yo de ichiban tsuyoi yatsu) (1990),Action|Adventure|Animation|Sci-Fi|Thriller,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
19146,95170,Beauty and the Beast: The Enchanted Christmas (1997),Animation|Children|Fantasy|Musical,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
19147,95175,Front of the Class (2008),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19148,95177,Alcina (2000),Drama|Fantasy|Romance,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
19152,95193,Pocahontas II: Journey to a New World (1998) ,Adventure|Animation|Children,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19156,95205,Don't Drink the Water (1969),Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19158,95214,Mad Dog Coll (1961),Crime|Drama,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19159,95216,Winning (1969),Action|Drama,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19210,95531,"Koruto wa ore no pasupooto (Colt Is My Passport, A) (1967)",Action|Crime|Drama,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19212,95539,Wrong Turn 3: Left for Dead (2009),Horror,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18974,94407,"That Day, on the Beach (Hai tan de yi tian) (1983)",Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19271,95776,Bob Funk (2009),Comedy|Romance,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19255,95740,"Adventures of Mary-Kate and Ashley, The: The Case of the United States Navy Adventure (1997)",Children|Musical|Mystery,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
19256,95742,Someday This Pain Will Be Useful to You (2011),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19258,95746,Radio On (1980),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19259,95748,2010: Moby Dick (2010),Action|Adventure|Thriller,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
